offsetTop:0.00 offsetLeft:0.00 offsetWidth:0.09 offsetHeight:0.09
offsetTop:146.00 offsetLeft:178.00 offsetWidth:17.50 offsetHeight:17.50
clientTop:0.25 clientLeft:0.25 clientWidth:17.00 clientHeight:17.00
offsetTop:147.80 offsetLeft:196.09 offsetWidth:17.59 offsetHeight:17.59
clientTop:0.25 clientLeft:0.25 clientWidth:17.09 clientHeight:17.09
offsetTop:149.59 offsetLeft:214.39 offsetWidth:17.69 offsetHeight:17.69
clientTop:0.25 clientLeft:0.25 clientWidth:17.19 clientHeight:17.19
offsetTop:151.39 offsetLeft:232.89 offsetWidth:17.80 offsetHeight:17.80
clientTop:0.25 clientLeft:0.25 clientWidth:17.30 clientHeight:17.30
offsetTop:153.19 offsetLeft:251.59 offsetWidth:17.89 offsetHeight:17.89
clientTop:0.25 clientLeft:0.25 clientWidth:17.39 clientHeight:17.39
offsetTop:155.00 offsetLeft:270.50 offsetWidth:18.00 offsetHeight:18.00
clientTop:0.25 clientLeft:0.25 clientWidth:17.50 clientHeight:17.50
offsetTop:156.80 offsetLeft:289.59 offsetWidth:18.09 offsetHeight:18.09
clientTop:0.25 clientLeft:0.25 clientWidth:17.59 clientHeight:17.59
offsetTop:158.59 offsetLeft:308.89 offsetWidth:18.19 offsetHeight:18.19
clientTop:0.25 clientLeft:0.25 clientWidth:17.69 clientHeight:17.69
offsetTop:160.39 offsetLeft:328.39 offsetWidth:18.30 offsetHeight:18.30
clientTop:0.25 clientLeft:0.25 clientWidth:17.80 clientHeight:17.80
offsetTop:162.19 offsetLeft:348.09 offsetWidth:18.39 offsetHeight:18.39
clientTop:0.25 clientLeft:0.25 clientWidth:17.89 clientHeight:17.89
offsetTop:162.00 offsetLeft:9.89 offsetWidth:18.53 offsetHeight:18.53
clientTop:0.27 clientLeft:0.27 clientWidth:18.00 clientHeight:18.00
offsetTop:164.00 offsetLeft:28.00 offsetWidth:18.63 offsetHeight:18.63
clientTop:0.27 clientLeft:0.27 clientWidth:18.09 clientHeight:18.09
offsetTop:166.00 offsetLeft:46.30 offsetWidth:18.72 offsetHeight:18.72
clientTop:0.27 clientLeft:0.27 clientWidth:18.19 clientHeight:18.19
offsetTop:168.00 offsetLeft:64.80 offsetWidth:18.83 offsetHeight:18.83
clientTop:0.27 clientLeft:0.27 clientWidth:18.30 clientHeight:18.30
offsetTop:170.00 offsetLeft:83.50 offsetWidth:18.92 offsetHeight:18.92
clientTop:0.27 clientLeft:0.27 clientWidth:18.39 clientHeight:18.39
offsetTop:172.00 offsetLeft:102.39 offsetWidth:19.03 offsetHeight:19.03
clientTop:0.27 clientLeft:0.27 clientWidth:18.50 clientHeight:18.50
offsetTop:174.00 offsetLeft:121.50 offsetWidth:19.13 offsetHeight:19.13
clientTop:0.27 clientLeft:0.27 clientWidth:18.59 clientHeight:18.59
offsetTop:176.00 offsetLeft:140.80 offsetWidth:19.22 offsetHeight:19.22
clientTop:0.27 clientLeft:0.27 clientWidth:18.69 clientHeight:18.69
offsetTop:178.00 offsetLeft:160.30 offsetWidth:19.33 offsetHeight:19.33
clientTop:0.27 clientLeft:0.27 clientWidth:18.80 clientHeight:18.80
offsetTop:180.00 offsetLeft:180.00 offsetWidth:19.42 offsetHeight:19.42
clientTop:0.27 clientLeft:0.27 clientWidth:18.89 clientHeight:18.89
offsetTop:182.00 offsetLeft:199.89 offsetWidth:19.53 offsetHeight:19.53
clientTop:0.27 clientLeft:0.27 clientWidth:19.00 clientHeight:19.00
offsetTop:184.00 offsetLeft:220.00 offsetWidth:19.63 offsetHeight:19.63
clientTop:0.27 clientLeft:0.27 clientWidth:19.09 clientHeight:19.09
offsetTop:186.00 offsetLeft:240.30 offsetWidth:19.72 offsetHeight:19.72
clientTop:0.27 clientLeft:0.27 clientWidth:19.19 clientHeight:19.19
offsetTop:188.00 offsetLeft:260.80 offsetWidth:19.83 offsetHeight:19.83
clientTop:0.27 clientLeft:0.27 clientWidth:19.30 clientHeight:19.30
offsetTop:190.00 offsetLeft:281.50 offsetWidth:19.92 offsetHeight:19.92
clientTop:0.27 clientLeft:0.27 clientWidth:19.39 clientHeight:19.39
offsetTop:192.00 offsetLeft:302.39 offsetWidth:20.03 offsetHeight:20.03
clientTop:0.27 clientLeft:0.27 clientWidth:19.50 clientHeight:19.50
offsetTop:194.00 offsetLeft:323.50 offsetWidth:20.13 offsetHeight:20.13
clientTop:0.27 clientLeft:0.27 clientWidth:19.59 clientHeight:19.59
offsetTop:196.00 offsetLeft:344.80 offsetWidth:20.22 offsetHeight:20.22
clientTop:0.27 clientLeft:0.27 clientWidth:19.69 clientHeight:19.69
offsetTop:198.00 offsetLeft:366.30 offsetWidth:20.33 offsetHeight:20.33
clientTop:0.27 clientLeft:0.27 clientWidth:19.80 clientHeight:19.80
offsetTop:200.00 offsetLeft:388.00 offsetWidth:20.42 offsetHeight:20.42
clientTop:0.27 clientLeft:0.27 clientWidth:19.89 clientHeight:19.89
offsetTop:200.00 offsetLeft:12.00 offsetWidth:20.59 offsetHeight:20.59
clientTop:0.30 clientLeft:0.30 clientWidth:20.00 clientHeight:20.00
offsetTop:202.19 offsetLeft:32.09 offsetWidth:20.69 offsetHeight:20.69
clientTop:0.30 clientLeft:0.30 clientWidth:20.09 clientHeight:20.09
offsetTop:204.39 offsetLeft:52.39 offsetWidth:20.78 offsetHeight:20.78
clientTop:0.30 clientLeft:0.30 clientWidth:20.19 clientHeight:20.19
offsetTop:206.59 offsetLeft:72.89 offsetWidth:20.89 offsetHeight:20.89
clientTop:0.30 clientLeft:0.30 clientWidth:20.30 clientHeight:20.30
offsetTop:208.80 offsetLeft:93.59 offsetWidth:20.98 offsetHeight:20.98
clientTop:0.30 clientLeft:0.30 clientWidth:20.39 clientHeight:20.39
offsetTop:211.00 offsetLeft:114.50 offsetWidth:21.09 offsetHeight:21.09
clientTop:0.30 clientLeft:0.30 clientWidth:20.50 clientHeight:20.50
offsetTop:213.19 offsetLeft:135.59 offsetWidth:21.19 offsetHeight:21.19
clientTop:0.30 clientLeft:0.30 clientWidth:20.59 clientHeight:20.59
offsetTop:215.39 offsetLeft:156.89 offsetWidth:21.28 offsetHeight:21.28
clientTop:0.30 clientLeft:0.30 clientWidth:20.69 clientHeight:20.69
offsetTop:217.59 offsetLeft:178.39 offsetWidth:21.39 offsetHeight:21.39
clientTop:0.30 clientLeft:0.30 clientWidth:20.80 clientHeight:20.80
offsetTop:219.80 offsetLeft:200.09 offsetWidth:21.48 offsetHeight:21.48
clientTop:0.30 clientLeft:0.30 clientWidth:20.89 clientHeight:20.89
offsetTop:222.00 offsetLeft:222.00 offsetWidth:21.59 offsetHeight:21.59
clientTop:0.30 clientLeft:0.30 clientWidth:21.00 clientHeight:21.00
offsetTop:224.19 offsetLeft:244.09 offsetWidth:21.69 offsetHeight:21.69
clientTop:0.30 clientLeft:0.30 clientWidth:21.09 clientHeight:21.09
offsetTop:226.39 offsetLeft:266.39 offsetWidth:21.78 offsetHeight:21.78
clientTop:0.30 clientLeft:0.30 clientWidth:21.19 clientHeight:21.19
offsetTop:228.59 offsetLeft:288.89 offsetWidth:21.89 offsetHeight:21.89
clientTop:0.30 clientLeft:0.30 clientWidth:21.30 clientHeight:21.30
offsetTop:230.80 offsetLeft:311.59 offsetWidth:21.98 offsetHeight:21.98
clientTop:0.30 clientLeft:0.30 clientWidth:21.39 clientHeight:21.39
offsetTop:233.00 offsetLeft:334.50 offsetWidth:22.09 offsetHeight:22.09
clientTop:0.30 clientLeft:0.30 clientWidth:21.50 clientHeight:21.50
offsetTop:235.19 offsetLeft:357.59 offsetWidth:22.19 offsetHeight:22.19
clientTop:0.30 clientLeft:0.30 clientWidth:21.59 clientHeight:21.59
offsetTop:237.39 offsetLeft:380.89 offsetWidth:22.28 offsetHeight:22.28
clientTop:0.30 clientLeft:0.30 clientWidth:21.69 clientHeight:21.69
offsetTop:239.59 offsetLeft:404.39 offsetWidth:22.39 offsetHeight:22.39
clientTop:0.30 clientLeft:0.30 clientWidth:21.80 clientHeight:21.80
offsetTop:241.80 offsetLeft:428.09 offsetWidth:22.48 offsetHeight:22.48
clientTop:0.30 clientLeft:0.30 clientWidth:21.89 clientHeight:21.89
offsetTop:242.00 offsetLeft:14.30 offsetWidth:22.63 offsetHeight:22.63
clientTop:0.31 clientLeft:0.31 clientWidth:22.00 clientHeight:22.00
offsetTop:244.39 offsetLeft:36.39 offsetWidth:22.72 offsetHeight:22.72
clientTop:0.31 clientLeft:0.31 clientWidth:22.09 clientHeight:22.09
offsetTop:246.80 offsetLeft:58.69 offsetWidth:22.81 offsetHeight:22.81
clientTop:0.31 clientLeft:0.31 clientWidth:22.19 clientHeight:22.19
offsetTop:249.19 offsetLeft:81.19 offsetWidth:22.92 offsetHeight:22.92
clientTop:0.31 clientLeft:0.31 clientWidth:22.30 clientHeight:22.30
offsetTop:251.59 offsetLeft:103.89 offsetWidth:23.02 offsetHeight:23.02
clientTop:0.31 clientLeft:0.31 clientWidth:22.39 clientHeight:22.39
offsetTop:254.00 offsetLeft:126.80 offsetWidth:23.13 offsetHeight:23.13
clientTop:0.31 clientLeft:0.31 clientWidth:22.50 clientHeight:22.50
offsetTop:256.39 offsetLeft:149.89 offsetWidth:23.22 offsetHeight:23.22
clientTop:0.31 clientLeft:0.31 clientWidth:22.59 clientHeight:22.59
offsetTop:258.80 offsetLeft:173.19 offsetWidth:23.31 offsetHeight:23.31
clientTop:0.31 clientLeft:0.31 clientWidth:22.69 clientHeight:22.69
offsetTop:261.19 offsetLeft:196.69 offsetWidth:23.42 offsetHeight:23.42
clientTop:0.31 clientLeft:0.31 clientWidth:22.80 clientHeight:22.80
offsetTop:263.59 offsetLeft:220.39 offsetWidth:23.52 offsetHeight:23.52
clientTop:0.31 clientLeft:0.31 clientWidth:22.89 clientHeight:22.89
offsetTop:266.00 offsetLeft:244.30 offsetWidth:23.63 offsetHeight:23.63
clientTop:0.31 clientLeft:0.31 clientWidth:23.00 clientHeight:23.00
offsetTop:268.39 offsetLeft:268.39 offsetWidth:23.72 offsetHeight:23.72
clientTop:0.31 clientLeft:0.31 clientWidth:23.09 clientHeight:23.09
offsetTop:270.80 offsetLeft:292.69 offsetWidth:23.81 offsetHeight:23.81
clientTop:0.31 clientLeft:0.31 clientWidth:23.19 clientHeight:23.19
offsetTop:273.19 offsetLeft:317.19 offsetWidth:23.92 offsetHeight:23.92
clientTop:0.31 clientLeft:0.31 clientWidth:23.30 clientHeight:23.30
offsetTop:275.59 offsetLeft:341.89 offsetWidth:24.02 offsetHeight:24.02
clientTop:0.31 clientLeft:0.31 clientWidth:23.39 clientHeight:23.39
offsetTop:278.00 offsetLeft:366.80 offsetWidth:24.13 offsetHeight:24.13
clientTop:0.31 clientLeft:0.31 clientWidth:23.50 clientHeight:23.50
offsetTop:280.39 offsetLeft:391.89 offsetWidth:24.22 offsetHeight:24.22
clientTop:0.31 clientLeft:0.31 clientWidth:23.59 clientHeight:23.59
offsetTop:282.80 offsetLeft:417.19 offsetWidth:24.31 offsetHeight:24.31
clientTop:0.31 clientLeft:0.31 clientWidth:23.69 clientHeight:23.69
offsetTop:285.19 offsetLeft:442.69 offsetWidth:24.42 offsetHeight:24.42
clientTop:0.31 clientLeft:0.31 clientWidth:23.80 clientHeight:23.80
offsetTop:287.59 offsetLeft:468.39 offsetWidth:24.52 offsetHeight:24.52
clientTop:0.31 clientLeft:0.31 clientWidth:23.89 clientHeight:23.89
offsetTop:288.00 offsetLeft:16.80 offsetWidth:24.69 offsetHeight:24.69
clientTop:0.34 clientLeft:0.34 clientWidth:24.00 clientHeight:24.00
offsetTop:290.59 offsetLeft:40.89 offsetWidth:24.78 offsetHeight:24.78
clientTop:0.34 clientLeft:0.34 clientWidth:24.09 clientHeight:24.09
offsetTop:293.19 offsetLeft:65.19 offsetWidth:24.88 offsetHeight:24.88
clientTop:0.34 clientLeft:0.34 clientWidth:24.19 clientHeight:24.19
offsetTop:295.80 offsetLeft:89.69 offsetWidth:24.98 offsetHeight:24.98
clientTop:0.34 clientLeft:0.34 clientWidth:24.30 clientHeight:24.30
offsetTop:298.39 offsetLeft:114.39 offsetWidth:25.08 offsetHeight:25.08
clientTop:0.34 clientLeft:0.34 clientWidth:24.39 clientHeight:24.39
offsetTop:301.00 offsetLeft:139.30 offsetWidth:25.19 offsetHeight:25.19
clientTop:0.34 clientLeft:0.34 clientWidth:24.50 clientHeight:24.50
offsetTop:303.59 offsetLeft:164.39 offsetWidth:25.28 offsetHeight:25.28
clientTop:0.34 clientLeft:0.34 clientWidth:24.59 clientHeight:24.59
offsetTop:306.19 offsetLeft:189.69 offsetWidth:25.38 offsetHeight:25.38
clientTop:0.34 clientLeft:0.34 clientWidth:24.69 clientHeight:24.69
offsetTop:308.80 offsetLeft:215.19 offsetWidth:25.48 offsetHeight:25.48
clientTop:0.34 clientLeft:0.34 clientWidth:24.80 clientHeight:24.80
offsetTop:311.39 offsetLeft:240.89 offsetWidth:25.58 offsetHeight:25.58
clientTop:0.34 clientLeft:0.34 clientWidth:24.89 clientHeight:24.89
offsetTop:314.00 offsetLeft:266.80 offsetWidth:25.69 offsetHeight:25.69
clientTop:0.34 clientLeft:0.34 clientWidth:25.00 clientHeight:25.00
offsetTop:316.59 offsetLeft:292.89 offsetWidth:25.78 offsetHeight:25.78
clientTop:0.34 clientLeft:0.34 clientWidth:25.09 clientHeight:25.09
offsetTop:319.19 offsetLeft:319.19 offsetWidth:25.88 offsetHeight:25.88
clientTop:0.34 clientLeft:0.34 clientWidth:25.19 clientHeight:25.19
offsetTop:321.80 offsetLeft:345.69 offsetWidth:25.98 offsetHeight:25.98
clientTop:0.34 clientLeft:0.34 clientWidth:25.30 clientHeight:25.30
offsetTop:324.39 offsetLeft:372.39 offsetWidth:26.08 offsetHeight:26.08
clientTop:0.34 clientLeft:0.34 clientWidth:25.39 clientHeight:25.39
offsetTop:327.00 offsetLeft:399.30 offsetWidth:26.19 offsetHeight:26.19
clientTop:0.34 clientLeft:0.34 clientWidth:25.50 clientHeight:25.50
offsetTop:329.59 offsetLeft:426.39 offsetWidth:26.28 offsetHeight:26.28
clientTop:0.34 clientLeft:0.34 clientWidth:25.59 clientHeight:25.59
offsetTop:332.19 offsetLeft:453.69 offsetWidth:26.38 offsetHeight:26.38
clientTop:0.34 clientLeft:0.34 clientWidth:25.69 clientHeight:25.69
offsetTop:334.80 offsetLeft:481.19 offsetWidth:26.48 offsetHeight:26.48
clientTop:0.34 clientLeft:0.34 clientWidth:25.80 clientHeight:25.80
offsetTop:337.39 offsetLeft:508.89 offsetWidth:26.58 offsetHeight:26.58
clientTop:0.34 clientLeft:0.34 clientWidth:25.89 clientHeight:25.89
offsetTop:338.00 offsetLeft:19.50 offsetWidth:26.75 offsetHeight:26.75
clientTop:0.38 clientLeft:0.38 clientWidth:26.00 clientHeight:26.00
offsetTop:340.80 offsetLeft:45.59 offsetWidth:26.84 offsetHeight:26.84
clientTop:0.38 clientLeft:0.38 clientWidth:26.09 clientHeight:26.09
offsetTop:343.59 offsetLeft:71.89 offsetWidth:26.94 offsetHeight:26.94
clientTop:0.38 clientLeft:0.38 clientWidth:26.19 clientHeight:26.19
offsetTop:346.39 offsetLeft:98.39 offsetWidth:27.05 offsetHeight:27.05
clientTop:0.38 clientLeft:0.38 clientWidth:26.30 clientHeight:26.30
offsetTop:349.19 offsetLeft:125.09 offsetWidth:27.14 offsetHeight:27.14
clientTop:0.38 clientLeft:0.38 clientWidth:26.39 clientHeight:26.39
offsetTop:352.00 offsetLeft:152.00 offsetWidth:27.25 offsetHeight:27.25
clientTop:0.38 clientLeft:0.38 clientWidth:26.50 clientHeight:26.50
offsetTop:354.80 offsetLeft:179.09 offsetWidth:27.34 offsetHeight:27.34
clientTop:0.38 clientLeft:0.38 clientWidth:26.59 clientHeight:26.59
offsetTop:357.59 offsetLeft:206.39 offsetWidth:27.44 offsetHeight:27.44
clientTop:0.38 clientLeft:0.38 clientWidth:26.69 clientHeight:26.69
offsetTop:360.39 offsetLeft:233.89 offsetWidth:27.55 offsetHeight:27.55
clientTop:0.38 clientLeft:0.38 clientWidth:26.80 clientHeight:26.80
offsetTop:363.19 offsetLeft:261.59 offsetWidth:27.64 offsetHeight:27.64
clientTop:0.38 clientLeft:0.38 clientWidth:26.89 clientHeight:26.89
offsetTop:366.00 offsetLeft:289.50 offsetWidth:27.75 offsetHeight:27.75
clientTop:0.38 clientLeft:0.38 clientWidth:27.00 clientHeight:27.00
offsetTop:368.80 offsetLeft:317.59 offsetWidth:27.84 offsetHeight:27.84
clientTop:0.38 clientLeft:0.38 clientWidth:27.09 clientHeight:27.09
offsetTop:371.59 offsetLeft:345.89 offsetWidth:27.94 offsetHeight:27.94
clientTop:0.38 clientLeft:0.38 clientWidth:27.19 clientHeight:27.19
offsetTop:374.39 offsetLeft:374.39 offsetWidth:28.05 offsetHeight:28.05
clientTop:0.38 clientLeft:0.38 clientWidth:27.30 clientHeight:27.30
offsetTop:377.19 offsetLeft:403.09 offsetWidth:28.14 offsetHeight:28.14
clientTop:0.38 clientLeft:0.38 clientWidth:27.39 clientHeight:27.39
offsetTop:380.00 offsetLeft:432.00 offsetWidth:28.25 offsetHeight:28.25
clientTop:0.38 clientLeft:0.38 clientWidth:27.50 clientHeight:27.50
offsetTop:382.80 offsetLeft:461.09 offsetWidth:28.34 offsetHeight:28.34
clientTop:0.38 clientLeft:0.38 clientWidth:27.59 clientHeight:27.59
offsetTop:385.59 offsetLeft:490.39 offsetWidth:28.44 offsetHeight:28.44
clientTop:0.38 clientLeft:0.38 clientWidth:27.69 clientHeight:27.69
offsetTop:388.39 offsetLeft:519.89 offsetWidth:28.55 offsetHeight:28.55
clientTop:0.38 clientLeft:0.38 clientWidth:27.80 clientHeight:27.80
offsetTop:391.19 offsetLeft:549.59 offsetWidth:28.64 offsetHeight:28.64
clientTop:0.38 clientLeft:0.38 clientWidth:27.89 clientHeight:27.89
offsetTop:392.00 offsetLeft:22.39 offsetWidth:28.78 offsetHeight:28.78
clientTop:0.39 clientLeft:0.39 clientWidth:28.00 clientHeight:28.00
offsetTop:395.00 offsetLeft:50.50 offsetWidth:28.88 offsetHeight:28.88
clientTop:0.39 clientLeft:0.39 clientWidth:28.09 clientHeight:28.09
offsetTop:398.00 offsetLeft:78.80 offsetWidth:28.97 offsetHeight:28.97
clientTop:0.39 clientLeft:0.39 clientWidth:28.19 clientHeight:28.19
offsetTop:401.00 offsetLeft:107.30 offsetWidth:29.08 offsetHeight:29.08
clientTop:0.39 clientLeft:0.39 clientWidth:28.30 clientHeight:28.30
offsetTop:404.00 offsetLeft:136.00 offsetWidth:29.17 offsetHeight:29.17
clientTop:0.39 clientLeft:0.39 clientWidth:28.39 clientHeight:28.39
offsetTop:407.00 offsetLeft:164.89 offsetWidth:29.28 offsetHeight:29.28
clientTop:0.39 clientLeft:0.39 clientWidth:28.50 clientHeight:28.50
offsetTop:410.00 offsetLeft:194.00 offsetWidth:29.38 offsetHeight:29.38
clientTop:0.39 clientLeft:0.39 clientWidth:28.59 clientHeight:28.59
offsetTop:413.00 offsetLeft:223.30 offsetWidth:29.47 offsetHeight:29.47
clientTop:0.39 clientLeft:0.39 clientWidth:28.69 clientHeight:28.69
offsetTop:416.00 offsetLeft:252.80 offsetWidth:29.58 offsetHeight:29.58
clientTop:0.39 clientLeft:0.39 clientWidth:28.80 clientHeight:28.80
offsetTop:419.00 offsetLeft:282.50 offsetWidth:29.67 offsetHeight:29.67
clientTop:0.39 clientLeft:0.39 clientWidth:28.89 clientHeight:28.89
offsetTop:422.00 offsetLeft:312.39 offsetWidth:29.78 offsetHeight:29.78
clientTop:0.39 clientLeft:0.39 clientWidth:29.00 clientHeight:29.00
offsetTop:425.00 offsetLeft:342.50 offsetWidth:29.88 offsetHeight:29.88
clientTop:0.39 clientLeft:0.39 clientWidth:29.09 clientHeight:29.09
offsetTop:428.00 offsetLeft:372.80 offsetWidth:29.97 offsetHeight:29.97
clientTop:0.39 clientLeft:0.39 clientWidth:29.19 clientHeight:29.19
offsetTop:431.00 offsetLeft:403.30 offsetWidth:30.08 offsetHeight:30.08
clientTop:0.39 clientLeft:0.39 clientWidth:29.30 clientHeight:29.30
offsetTop:434.00 offsetLeft:434.00 offsetWidth:30.17 offsetHeight:30.17
clientTop:0.39 clientLeft:0.39 clientWidth:29.39 clientHeight:29.39
offsetTop:437.00 offsetLeft:464.89 offsetWidth:30.28 offsetHeight:30.28
clientTop:0.39 clientLeft:0.39 clientWidth:29.50 clientHeight:29.50
offsetTop:440.00 offsetLeft:496.00 offsetWidth:30.38 offsetHeight:30.38
clientTop:0.39 clientLeft:0.39 clientWidth:29.59 clientHeight:29.59
offsetTop:443.00 offsetLeft:527.30 offsetWidth:30.47 offsetHeight:30.47
clientTop:0.39 clientLeft:0.39 clientWidth:29.69 clientHeight:29.69
offsetTop:446.00 offsetLeft:558.80 offsetWidth:30.58 offsetHeight:30.58
clientTop:0.39 clientLeft:0.39 clientWidth:29.80 clientHeight:29.80
offsetTop:449.00 offsetLeft:590.50 offsetWidth:30.67 offsetHeight:30.67
clientTop:0.39 clientLeft:0.39 clientWidth:29.89 clientHeight:29.89
offsetTop:450.00 offsetLeft:25.50 offsetWidth:30.84 offsetHeight:30.84
clientTop:0.42 clientLeft:0.42 clientWidth:30.00 clientHeight:30.00
offsetTop:453.19 offsetLeft:55.59 offsetWidth:30.94 offsetHeight:30.94
clientTop:0.42 clientLeft:0.42 clientWidth:30.09 clientHeight:30.09
offsetTop:456.39 offsetLeft:85.89 offsetWidth:31.03 offsetHeight:31.03
clientTop:0.42 clientLeft:0.42 clientWidth:30.19 clientHeight:30.19
offsetTop:459.59 offsetLeft:116.39 offsetWidth:31.14 offsetHeight:31.14
clientTop:0.42 clientLeft:0.42 clientWidth:30.30 clientHeight:30.30
offsetTop:462.80 offsetLeft:147.09 offsetWidth:31.23 offsetHeight:31.23
clientTop:0.42 clientLeft:0.42 clientWidth:30.39 clientHeight:30.39
offsetTop:466.00 offsetLeft:178.00 offsetWidth:31.34 offsetHeight:31.34
clientTop:0.42 clientLeft:0.42 clientWidth:30.50 clientHeight:30.50
offsetTop:469.19 offsetLeft:209.09 offsetWidth:31.44 offsetHeight:31.44
clientTop:0.42 clientLeft:0.42 clientWidth:30.59 clientHeight:30.59
offsetTop:472.39 offsetLeft:240.39 offsetWidth:31.53 offsetHeight:31.53
clientTop:0.42 clientLeft:0.42 clientWidth:30.69 clientHeight:30.69
offsetTop:475.59 offsetLeft:271.89 offsetWidth:31.64 offsetHeight:31.64
clientTop:0.42 clientLeft:0.42 clientWidth:30.80 clientHeight:30.80
offsetTop:478.80 offsetLeft:303.59 offsetWidth:31.73 offsetHeight:31.73
clientTop:0.42 clientLeft:0.42 clientWidth:30.89 clientHeight:30.89
offsetTop:482.00 offsetLeft:335.50 offsetWidth:31.84 offsetHeight:31.84
clientTop:0.42 clientLeft:0.42 clientWidth:31.00 clientHeight:31.00
offsetTop:485.19 offsetLeft:367.59 offsetWidth:31.94 offsetHeight:31.94
clientTop:0.42 clientLeft:0.42 clientWidth:31.09 clientHeight:31.09
offsetTop:488.39 offsetLeft:399.89 offsetWidth:32.03 offsetHeight:32.03
clientTop:0.42 clientLeft:0.42 clientWidth:31.19 clientHeight:31.19
offsetTop:491.59 offsetLeft:432.39 offsetWidth:32.14 offsetHeight:32.14
clientTop:0.42 clientLeft:0.42 clientWidth:31.30 clientHeight:31.30
offsetTop:494.80 offsetLeft:465.09 offsetWidth:32.23 offsetHeight:32.23
clientTop:0.42 clientLeft:0.42 clientWidth:31.39 clientHeight:31.39
offsetTop:498.00 offsetLeft:498.00 offsetWidth:32.34 offsetHeight:32.34
clientTop:0.42 clientLeft:0.42 clientWidth:31.50 clientHeight:31.50
offsetTop:501.19 offsetLeft:531.09 offsetWidth:32.44 offsetHeight:32.44
clientTop:0.42 clientLeft:0.42 clientWidth:31.59 clientHeight:31.59
offsetTop:504.39 offsetLeft:564.39 offsetWidth:32.53 offsetHeight:32.53
clientTop:0.42 clientLeft:0.42 clientWidth:31.69 clientHeight:31.69
offsetTop:507.59 offsetLeft:597.89 offsetWidth:32.64 offsetHeight:32.64
clientTop:0.42 clientLeft:0.42 clientWidth:31.80 clientHeight:31.80
offsetTop:510.80 offsetLeft:631.59 offsetWidth:32.73 offsetHeight:32.73
clientTop:0.42 clientLeft:0.42 clientWidth:31.89 clientHeight:31.89
offsetTop:512.00 offsetLeft:28.80 offsetWidth:32.88 offsetHeight:32.88
clientTop:0.44 clientLeft:0.44 clientWidth:32.00 clientHeight:32.00
offsetTop:515.39 offsetLeft:60.89 offsetWidth:32.97 offsetHeight:32.97
clientTop:0.44 clientLeft:0.44 clientWidth:32.09 clientHeight:32.09
offsetTop:518.80 offsetLeft:93.19 offsetWidth:33.06 offsetHeight:33.06
clientTop:0.44 clientLeft:0.44 clientWidth:32.19 clientHeight:32.19
offsetTop:522.19 offsetLeft:125.69 offsetWidth:33.17 offsetHeight:33.17
clientTop:0.44 clientLeft:0.44 clientWidth:32.30 clientHeight:32.30
offsetTop:525.59 offsetLeft:158.39 offsetWidth:33.27 offsetHeight:33.27
clientTop:0.44 clientLeft:0.44 clientWidth:32.39 clientHeight:32.39
offsetTop:529.00 offsetLeft:191.30 offsetWidth:33.38 offsetHeight:33.38
clientTop:0.44 clientLeft:0.44 clientWidth:32.50 clientHeight:32.50
offsetTop:532.39 offsetLeft:224.39 offsetWidth:33.47 offsetHeight:33.47
clientTop:0.44 clientLeft:0.44 clientWidth:32.59 clientHeight:32.59
offsetTop:535.80 offsetLeft:257.69 offsetWidth:33.56 offsetHeight:33.56
clientTop:0.44 clientLeft:0.44 clientWidth:32.69 clientHeight:32.69
offsetTop:539.19 offsetLeft:291.19 offsetWidth:33.67 offsetHeight:33.67
clientTop:0.44 clientLeft:0.44 clientWidth:32.80 clientHeight:32.80
offsetTop:542.59 offsetLeft:324.89 offsetWidth:33.77 offsetHeight:33.77
clientTop:0.44 clientLeft:0.44 clientWidth:32.89 clientHeight:32.89
offsetTop:546.00 offsetLeft:358.80 offsetWidth:33.88 offsetHeight:33.88
clientTop:0.44 clientLeft:0.44 clientWidth:33.00 clientHeight:33.00
offsetTop:549.39 offsetLeft:392.89 offsetWidth:33.97 offsetHeight:33.97
clientTop:0.44 clientLeft:0.44 clientWidth:33.09 clientHeight:33.09
offsetTop:552.80 offsetLeft:427.19 offsetWidth:34.06 offsetHeight:34.06
clientTop:0.44 clientLeft:0.44 clientWidth:33.19 clientHeight:33.19
offsetTop:556.19 offsetLeft:461.69 offsetWidth:34.17 offsetHeight:34.17
clientTop:0.44 clientLeft:0.44 clientWidth:33.30 clientHeight:33.30
offsetTop:559.59 offsetLeft:496.39 offsetWidth:34.27 offsetHeight:34.27
clientTop:0.44 clientLeft:0.44 clientWidth:33.39 clientHeight:33.39
offsetTop:563.00 offsetLeft:531.30 offsetWidth:34.38 offsetHeight:34.38
clientTop:0.44 clientLeft:0.44 clientWidth:33.50 clientHeight:33.50
offsetTop:566.39 offsetLeft:566.39 offsetWidth:34.47 offsetHeight:34.47
clientTop:0.44 clientLeft:0.44 clientWidth:33.59 clientHeight:33.59
offsetTop:569.80 offsetLeft:601.69 offsetWidth:34.56 offsetHeight:34.56
clientTop:0.44 clientLeft:0.44 clientWidth:33.69 clientHeight:33.69
offsetTop:573.19 offsetLeft:637.19 offsetWidth:34.67 offsetHeight:34.67
clientTop:0.44 clientLeft:0.44 clientWidth:33.80 clientHeight:33.80
offsetTop:576.59 offsetLeft:672.89 offsetWidth:34.77 offsetHeight:34.77
clientTop:0.44 clientLeft:0.44 clientWidth:33.89 clientHeight:33.89
